"gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","customerID","Churn"
"Female","0","No","No",12,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Bank transfer (automatic)",78.1,947.3,"3096-IZETN","Yes"
"Female","0","Yes","No",44,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","One year","Yes","Mailed check",61.5,2722.2,"2348-KCJLT","No"
"Male","0","Yes","Yes",42,"Yes","Yes","DSL","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",69.4,3058.3,"8401-EMUWF","No"
"Male","0","Yes","Yes",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",24.75,1769.6,"4193-IBKSW","No"
"Female","0","Yes","Yes",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Mailed check",91.05,6293.75,"5377-NDTOU","No"
"Female","0","Yes","No",19,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","No","Mailed check",89.65,1761.05,"5922-ABDVO","Yes"
"Female","0","Yes","No",23,"Yes","Yes","DSL","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",73.65,1642.75,"2474-LCNUE","No"
"Female","0","No","No",30,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.4,578.5,"0839-QNXME","No"
"Male","0","No","No",35,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",26.2,954.9,"3506-OVLKD","No"
"Female","0","No","No",10,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",98.7,973.25,"9172-ANCRX","Yes"
"Male","0","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",43.85,43.85,"6650-VJONK","No"
"Male","0","No","No",22,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",69.7,1490.4,"2178-PMGCJ","No"
"Male","0","Yes","Yes",7,"No","No phone service","DSL","Yes","Yes","Yes","No","No","No","Two year","No","Mailed check",38.55,280.0,"7492-TAFJD","No"
"Female","0","No","No",36,"No","No phone service","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","Yes","Mailed check",53.1,1901.25,"2773-MADBQ","No"
"Female","0","Yes","Yes",34,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.65,716.4,"6016-LVTJQ","No"
"Male","0","Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","No","No","No","Two year","No","Credit card (automatic)",64.45,4720.0,"7860-KSUGX","No"
"Male","0","Yes","Yes",36,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",25.1,930.95,"8966-KZXXA","No"
"Female","0","No","No",1,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",76.35,76.35,"6910-HADCM","Yes"
"Female","0","No","No",23,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",79.15,1676.95,"4816-LXZYW","Yes"
"Male","1","Yes","No",32,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",85.0,2642.05,"9606-PBKBQ","Yes"
"Female","0","Yes","Yes",71,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","One year","Yes","Credit card (automatic)",95.15,6770.85,"5149-QYTTU","No"
"Female","1","No","No",23,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",79.35,1835.3,"2070-XYMFH","No"
"Male","0","Yes","No",17,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",96.65,1588.25,"2085-BOJKI","No"
"Male","0","No","No",1,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",75.5,75.5,"0817-HSUSE","No"
"Male","0","Yes","Yes",12,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.7,258.35,"5442-PPTJY","No"
"Female","0","Yes","No",72,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20.5,1502.25,"1927-QEWMY","No"
"Male","0","No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.2,19.2,"1663-MHLHE","No"
"Male","1","Yes","No",72,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Two year","No","Bank transfer (automatic)",98.35,6929.4,"5663-QBGIS","No"
"Male","0","Yes","Yes",60,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",74.35,4453.3,"4450-MDZFX","No"
"Female","0","Yes","Yes",61,"No","No phone service","DSL","No","Yes","Yes","Yes","Yes","No","Two year","No","Credit card (automatic)",51.35,3244.4,"6701-DHKWQ","No"
"Female","0","Yes","No",6,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",45.65,323.45,"7554-AKDQF","No"
"Male","1","Yes","No",32,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",85.3,2661.1,"3536-IQCTX","Yes"
"Female","0","No","Yes",31,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",86.55,2697.4,"4911-BANWH","Yes"
"Male","0","No","No",19,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",73.85,1424.5,"8496-EJAUI","Yes"
"Male","0","Yes","Yes",72,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",20.3,1401.15,"0794-YVSGE","No"
"Female","0","No","No",32,"Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",54.2,1739.6,"5423-BHIXO","No"
"Male","0","Yes","No",65,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",90.65,5931.0,"6908-VVYHM","No"
"Female","0","Yes","Yes",45,"No","No phone service","DSL","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",50.9,2333.85,"2959-EEXWB","No"
"Male","0","No","No",42,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Electronic check",25.05,949.85,"1839-UMACK","No"
"Male","0","No","No",8,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.85,572.45,"3030-YDNRM","No"
"Male","0","No","Yes",32,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.5,696.8,"7321-KKSDU","No"
"Female","1","Yes","No",22,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Month-to-month","Yes","Mailed check",63.55,1381.8,"3402-XRIUO","No"
"Male","1","Yes","No",57,"No","No phone service","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",44.85,2572.95,"3132-TVFDZ","Yes"
"Male","0","No","No",1,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",47.95,47.95,"8286-AFUYI","No"
"Male","1","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",45.1,45.1,"8080-DDEMJ","Yes"
"Female","0","Yes","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",45.0,45.0,"8356-WUAOJ","No"
"Male","0","No","No",24,"Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",96.0,2122.45,"6365-MTGZX","Yes"
"Male","0","No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",20.05,20.05,"1349-WXNGG","Yes"
"Male","1","No","No",54,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",90.05,4931.8,"8058-DMYRU","No"
"Female","0","No","No",4,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",25.3,116.95,"9350-ZXYJC","No"
"Male","0","Yes","Yes",65,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",108.65,6937.95,"6990-YNRIO","Yes"
"Female","0","Yes","No",56,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Electronic check",24.3,1261.7,"8958-JPTRR","No"
"Male","0","No","No",45,"Yes","No","DSL","Yes","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",75.95,3273.8,"6959-GQEGV","No"
"Female","0","Yes","Yes",71,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.7,1415.85,"3173-WSSUE","No"
"Male","0","Yes","No",59,"Yes","No","DSL","Yes","Yes","Yes","No","Yes","No","One year","No","Credit card (automatic)",66.4,3958.2,"1265-HVPZB","No"
"Male","0","No","No",69,"No","No phone service","DSL","No","Yes","Yes","No","No","No","One year","Yes","Bank transfer (automatic)",35.75,2492.25,"4115-UMJFQ","No"
"Male","0","No","No",19,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",18.8,279.2,"7369-TRPFD","No"
"Female","0","Yes","Yes",55,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.4,1083.0,"1098-KFQEC","No"
"Female","0","No","No",38,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.3,755.5,"7190-XHTWJ","No"
"Male","0","No","No",10,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",45.55,402.6,"0621-TWIEM","Yes"
"Female","1","Yes","No",47,"Yes","Yes","DSL","Yes","Yes","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",67.45,3252.0,"3537-RYBHH","No"
"Female","0","Yes","No",2,"No","No phone service","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",35.1,68.75,"2485-ITVKB","Yes"
"Male","0","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",46.2,46.2,"3669-OYSJI","Yes"
"Female","0","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",45.15,45.15,"1612-EOHDH","Yes"
"Male","1","No","No",1,"No","No phone service","DSL","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",43.3,43.3,"6702-OHFWR","Yes"
"Male","0","Yes","Yes",46,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",20.1,936.85,"5296-BFCYD","No"
"Female","1","No","No",38,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",57.15,2250.65,"4510-PYUSH","Yes"
"Female","0","Yes","No",65,"Yes","No","DSL","Yes","No","Yes","Yes","No","No","Two year","No","Credit card (automatic)",58.9,3857.1,"9359-JANWS","No"
"Female","0","Yes","No",19,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",73.2,1441.1,"7517-SAWMO","Yes"
"Male","0","No","No",52,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",85.35,4338.6,"4143-HHPMK","Yes"
"Male","0","Yes","Yes",71,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.45,1378.45,"3279-DYZQM","No"
"Female","0","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",45.95,45.95,"7054-LGEQW","Yes"
"Female","1","No","No",52,"No","No phone service","DSL","No","Yes","Yes","Yes","Yes","No","Month-to-month","Yes","Electronic check",50.5,2566.3,"0523-VNGTF","No"
"Male","0","Yes","No",6,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",25.1,171.0,"9575-IWCAZ","No"
"Female","1","Yes","No",26,"Yes","No","DSL","No","No","Yes","No","No","Yes","One year","No","Mailed check",60.7,1597.4,"7105-MXJLL","No"
"Male","1","No","No",48,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","One year","Yes","Electronic check",99.0,4744.35,"7064-FRRSW","No"
"Female","0","Yes","Yes",64,"Yes","Yes","Fiber optic","Yes","No","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",104.4,6721.6,"7940-UQQUG","No"
"Female","0","No","No",3,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","No","Electronic check",83.75,247.25,"0923-PNFUB","Yes"
"Male","0","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",44.05,44.05,"3961-SXAXY","No"
"Male","0","Yes","Yes",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",24.1,1734.65,"7010-BRBUU","No"
"Male","0","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",45.55,45.55,"3566-HJGPK","No"
"Female","0","Yes","Yes",51,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",93.8,4539.35,"3062-ICYZQ","No"
"Female","0","Yes","Yes",41,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",19.7,804.25,"9938-PRCVK","No"
"Female","0","Yes","Yes",72,"Yes","No","DSL","Yes","Yes","Yes","No","Yes","No","Two year","Yes","Credit card (automatic)",70.65,5011.15,"0973-KYVNF","No"
"Female","0","Yes","No",43,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year","No","Credit card (automatic)",86.45,3574.5,"5129-HHMZC","No"
"Male","0","Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",114.1,8086.4,"9637-CDTKZ","No"
"Male","0","Yes","No",47,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","One year","Yes","Credit card (automatic)",95.2,4563.0,"3946-JEWRQ","No"
"Male","0","No","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",88.55,6362.35,"7873-CVMAW","No"
"Male","0","No","No",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)",20.75,67.1,"0463-WZZKO","No"
"Male","0","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.05,70.05,"3494-JCHRQ","Yes"
"Male","0","No","No",2,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",86.0,165.45,"6474-FVJLC","Yes"
"Male","0","No","No",26,"No","No phone service","DSL","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",44.65,1156.55,"4524-QCSSM","No"
"Male","0","Yes","Yes",29,"Yes","No","DSL","Yes","No","No","No","No","Yes","Month-to-month","Yes","Mailed check",60.2,1834.15,"5832-EXGTT","No"
"Female","1","Yes","No",35,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",100.5,3653.35,"8840-DQLGN","Yes"
